20210702 09:37:03.0087,1.075378,0.652191,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0187,1.074481,0.650226,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0287,1.077930,0.647510,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0387,1.070660,0.650293,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0487,1.074481,0.645294,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0587,1.072888,0.651874,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0687,1.074420,0.650037,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0787,1.077545,0.650610,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0887,1.072888,0.650543,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.0987,1.079266,0.650610,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1087,1.076398,0.650165,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1118,1.076843,0.648901,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1218,1.076270,0.648712,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1318,1.078821,0.650037,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1418,1.081561,0.647699,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1518,1.078119,0.649847,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1618,1.070020,0.649341,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1718,1.073718,0.650226,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1818,1.080859,0.651617,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.1918,1.079584,0.649091,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2018,1.068170,0.650861,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2118,1.074738,0.650732,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2133,1.075122,0.650989,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2233,1.069513,0.648456,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2333,1.074292,0.650800,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2433,1.069128,0.648712,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2533,1.079266,0.650610,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2633,1.071423,0.646558,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2733,1.074359,0.650482,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2833,1.074805,0.648138,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.2933,1.077100,0.652124,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3033,1.077991,0.648901,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3124,1.069513,0.652313,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3224,1.077545,0.648773,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3324,1.075757,0.651239,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3424,1.072571,0.648712,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3524,1.068365,0.652124,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3624,1.072827,0.648712,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3724,1.076971,0.649408,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3824,1.081818,0.644977,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.3924,1.070789,0.651685,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4024,1.080029,0.648077,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4144,1.073273,0.650989,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4244,1.077032,0.647821,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4344,1.080353,0.652313,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4444,1.078247,0.648206,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4544,1.076843,0.650922,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4644,1.071295,0.648645,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4744,1.078821,0.651239,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4844,1.081561,0.645923,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.4944,1.076141,0.647125,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5044,1.075629,0.648962,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5183,1.073462,0.647510,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5283,1.071484,0.649341,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5383,1.079199,0.650104,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5483,1.078180,0.649469,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5583,1.076654,0.651111,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5683,1.067596,0.652380,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5783,1.066833,0.650226,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5883,1.071484,0.649719,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.5983,1.078052,0.652313,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6083,1.074677,0.650293,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6188,1.076782,0.648328,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6288,1.074036,0.648712,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6388,1.072510,0.651050,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6488,1.077545,0.649786,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6588,1.077478,0.646118,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6688,1.067151,0.646747,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6788,1.070337,0.647632,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6888,1.076141,0.649847,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.6988,1.076331,0.650732,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7088,1.072510,0.650732,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7198,1.077417,0.651428,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7298,1.078375,0.646497,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7398,1.075507,0.648206,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7498,1.080988,0.644659,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7598,1.080731,0.645355,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7698,1.075311,0.650293,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7798,1.077417,0.649341,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7898,1.074359,0.650165,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.7998,1.076587,0.649091,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8098,1.069257,0.647949,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8238,1.068170,0.649341,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8338,1.081622,0.650989,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8438,1.070087,0.649530,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8538,1.077930,0.650861,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8638,1.077930,0.650037,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8738,1.075055,0.651239,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8838,1.077545,0.645734,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.8938,1.072699,0.649847,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9038,1.067212,0.648077,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9138,1.070789,0.651367,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9238,1.078247,0.649908,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9228,1.076526,0.647888,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9328,1.073718,0.649341,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9428,1.078821,0.652948,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9528,1.071295,0.650732,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
20210702 09:37:03.9628,1.074292,0.651050,2.092346,-2.079553,0.000000,0.000000,0.000000,0.000000,
