0,1,2,3,4
0.583333333,0.75,0.25,0.275,4.24024671
0.583333333,0.75,0.25,0.28,4.316432233
0.666666667,0.75,0.25,0.28,4.316432233
0.666666667,0.75,0.25,0.265,4.087778178
0.5,1,0.25,0.26,4.011495169
0.5,1,0.25,0.265,4.087778178
0.333333333,1,0.25,0.24,3.706038178
0.333333333,1,0.25,0.24,3.706038178
0.416666667,1,0.25,0.24,3.706038178
0.416666667,1,0.25,0.24,3.706038178
0.583333333,1,0.25,0.265,4.087778178
0.583333333,1,0.25,0.26,4.011495169
0.666666667,1,0.25,0.275,4.24024671
0.666666667,1,0.25,0.27,4.164028692
0.5,0.5,0.375,0.22,3.602930967
0.5,0.5,0.375,0.215,3.521786822
0.333333333,0.5,0.375,0.2,3.278147692
0.333333333,0.5,0.375,0.205,3.359395184
0.416666667,0.5,0.375,0.205,3.359395184
0.416666667,0.5,0.375,0.215,3.521786822
0.583333333,0.5,0.375,0.225,3.684040664
0.583333333,0.5,0.375,0.22,3.602930967
0.666666667,0.5,0.375,0.225,3.684040664
0.666666667,0.5,0.375,0.23,3.765115912
0.5,0,0.375,0.185,3.034198524
0.5,0,0.375,0.19,3.115549362
0.333333333,0,0.375,0.165,2.708450682
0.333333333,0,0.375,0.165,2.708450682
0.416666667,0,0.375,0.175,2.871393501
0.416666667,0,0.375,0.175,2.871393501
0.583333333,0,0.375,0.185,3.034198524
0.583333333,0,0.375,0.19,3.115549362
0.666666667,0,0.375,0.2,3.278147692
0.666666667,0,0.375,0.2,3.278147692
0.5,0.25,0.375,0.27,4.412477739
0.5,0.25,0.375,0.26,4.250843975
0.333333333,0.25,0.375,0.245,4.008134963
0.333333333,0.25,0.375,0.23,3.765115912
0.416666667,0.25,0.375,0.24,3.927163061
0.416666667,0.25,0.375,0.255,4.16997542
0.583333333,0.25,0.375,0.28,4.573973707
0.583333333,0.25,0.375,0.285,4.654670019
0.666666667,0.25,0.375,0.31,5.057634842
0.666666667,0.25,0.375,0.3,4.896552259
0.5,0.75,0.375,0.3,4.896552259
0.5,0.75,0.375,0.3,4.896552259
0.333333333,0.75,0.375,0.265,4.331678081
0.333333333,0.75,0.375,0.265,4.331678081
0.416666667,0.75,0.375,0.265,4.331678081
0.416666667,0.75,0.375,0.26,4.250843975
0.583333333,0.75,0.375,0.29,4.735331881
0.583333333,0.75,0.375,0.29,4.735331881
0.666666667,0.75,0.375,0.3,4.896552259
0.666666667,0.75,0.375,0.305,4.977110775
0.5,1,0.375,0.295,4.817991774
0.5,1,0.375,0.3,4.898619187
0.333333333,1,0.375,0.285,4.6566336
0.333333333,1,0.375,0.275,4.495137631
0.416666667,1,0.375,0.285,4.6566336
0.416666667,1,0.375,0.28,4.57590284
0.583333333,1,0.375,0.305,4.979212152
0.583333333,1,0.375,0.305,4.979212152
0.666666667,1,0.375,0.315,5.140294735
0.666666667,1,0.375,0.315,5.140294735
0.5,0.5,0.625,0.245,4.429261315
0.5,0.5,0.625,0.245,4.429261315
0.333333333,0.5,0.625,0.23,4.160707655
0.333333333,0.5,0.625,0.22,3.98148162
0.416666667,0.5,0.625,0.21,3.802103377
0.416666667,0.5,0.625,0.195,3.53275062
0.583333333,0.5,0.625,0.25,4.518703097
0.583333333,0.5,0.625,0.25,4.518703097
0.666666667,0.5,0.625,0.25,4.518703097
0.666666667,0.5,0.625,0.235,4.250263594
0.5,0,0.625,0.21,3.802103377
0.5,0,0.625,0.21,3.802103377
0.333333333,0,0.625,0.2,3.622572925
0.333333333,0,0.625,0.2,3.622572925
0.416666667,0,0.625,0.195,3.53275062
0.416666667,0,0.625,0.19,3.442890263
0.583333333,0,0.625,0.215,3.891811525
0.583333333,0,0.625,0.205,3.712357177
0.666666667,0,0.625,0.2,3.622572925
0.666666667,0,0.625,0.205,3.712357177
0.5,0.25,0.625,0.205,3.712357177
0.5,0.25,0.625,0.195,3.53275062
0.333333333,0.25,0.625,0.195,3.53275062
0.333333333,0.25,0.625,0.19,3.442890263
0.416666667,0.25,0.625,0.19,3.442890263
0.416666667,0.25,0.625,0.19,3.442890263
0.583333333,0.25,0.625,0.2,3.622572925
0.583333333,0.25,0.625,0.2,3.622572925
0.666666667,0.25,0.625,0.205,3.712357177
0.666666667,0.25,0.625,0.195,3.53275062
0.5,0.75,0.625,0.225,4.074538365
0.5,0.75,0.625,0.235,4.253840504
0.333333333,0.75,0.625,0.22,3.984830217
0.333333333,0.75,0.625,0.215,3.895084017
0.416666667,0.75,0.625,0.22,3.984830217
0.416666667,0.75,0.625,0.21,3.805299765
0.583333333,0.75,0.625,0.235,4.253840504
0.583333333,0.75,0.625,0.235,4.253840504
0.666666667,0.75,0.625,0.235,4.253840504
0.666666667,0.75,0.625,0.23,4.16420846
0.5,1,0.625,0.225,4.074538365
0.5,1,0.625,0.23,4.16420846
0.333333333,1,0.625,0.21,3.805299765
0.333333333,1,0.625,0.21,3.805299765
0.416666667,1,0.625,0.215,3.895084017
0.416666667,1,0.625,0.205,3.71547746
0.583333333,1,0.625,0.22,3.984830217
0.583333333,1,0.625,0.22,3.984830217
0.666666667,1,0.625,0.235,4.253840504
0.666666667,1,0.625,0.235,4.253840504
0.5,0.5,0.75,0.195,3.70536234
0.5,0.5,0.75,0.195,3.70536234
0.333333333,0.5,0.75,0.18,3.422489688
0.333333333,0.5,0.75,0.185,3.516820483
0.416666667,0.5,0.75,0.185,3.516820483
0.416666667,0.5,0.75,0.185,3.516820483
0.583333333,0.5,0.75,0.195,3.70536234
0.583333333,0.5,0.75,0.2,3.799573401
0.666666667,0.5,0.75,0.28,5.301522416
0.666666667,0.5,0.75,0.27,5.114337549
0.5,0,0.75,0.235,4.457933306
0.5,0,0.75,0.23,4.364001626
0.333333333,0,0.75,0.21,3.987875788
0.333333333,0,0.75,0.215,4.081967115
0.416666667,0,0.75,0.225,4.270030034
0.416666667,0,0.75,0.225,4.270030034
0.583333333,0,0.75,0.24,4.551825076
0.583333333,0,0.75,0.23,4.364001626
0.666666667,0,0.75,0.245,4.645676933
0.666666667,0,0.75,0.255,4.833260914
0.5,0.25,0.75,0.25,4.73948888
0.5,0.25,0.75,0.24,4.551825076
0.333333333,0.25,0.75,0.22,4.17601853
0.333333333,0.25,0.75,0.225,4.270030034
0.416666667,0.25,0.75,0.23,4.364001626
0.416666667,0.25,0.75,0.235,4.457933306
0.583333333,0.25,0.75,0.255,4.833260914
0.583333333,0.25,0.75,0.25,4.73948888
0.666666667,0.25,0.75,0.26,4.926993037
0.666666667,0.25,0.75,0.26,4.926993037
0.5,0.75,0.75,0.255,4.833260914
0.5,0.75,0.75,0.255,4.833260914
0.333333333,0.75,0.75,0.24,4.551825076
0.333333333,0.75,0.75,0.24,4.551825076
0.416666667,0.75,0.75,0.245,4.645676933
0.416666667,0.75,0.75,0.24,4.551825076
0.583333333,0.75,0.75,0.265,5.020685249
0.583333333,0.75,0.75,0.27,5.114337549
0.666666667,0.75,0.75,0.275,5.207949938
0.666666667,0.75,0.75,0.285,5.395054981
0.5,1,0.75,0.275,5.207949938
0.5,1,0.75,0.27,5.114337549
0.333333333,1,0.75,0.245,4.645676933
0.333333333,1,0.75,0.25,4.73948888
0.416666667,1,0.75,0.255,4.833260914
0.416666667,1,0.75,0.26,4.926993037
0.583333333,1,0.75,0.28,5.301522416
0.583333333,1,0.75,0.28,5.301522416
0.666666667,1,0.75,0.29,5.488547636
0.666666667,1,0.75,0.295,5.582000378
0,0,0,0.2,2.745764209
0.166666667,0,0,0.225,3.085740003
0.333333333,0,0,0.255,3.492759168
0.416666667,0,0,0.26,3.560494748
0.5,0,0,0.28,3.831148649
0.583333333,0,0,0.285,3.898740019
0.666666667,0,0,0.3,4.101341076
0.833333333,0,0,0.31,4.236264238
1,0,0,0.325,4.438432664
0,0,0.25,0.175,2.709712214
0,0,0.375,0.165,2.709587493
0,0,0.5,0.15,2.572099899
0,0,0.625,0.15,2.722637529
0,0,0.75,0.145,2.761056597
0,0,1,0.135,2.797000214
0,0.25,0,0.175,2.405067363
0,0.25,0.25,0.17,2.632844287
0,0.25,0.375,0.155,2.546437982
0,0.25,0.5,0.145,2.486884486
0,0.25,0.625,0.145,2.632434702
0,0.25,0.75,0.14,2.66640651
0,0.25,1,0.135,2.797000214
0,0.5,0,0.19,2.609571997
0,0.5,0.25,0.175,2.709712214
0,0.5,0.375,0.165,2.709587493
0,0.5,0.5,0.165,2.827530449
0,0.5,0.625,0.16,2.902929026
0,0.5,0.75,0.155,2.950237038
0,0.5,1,0.13,2.693971914
0,0.75,0,0.21,2.881841052
0,0.75,0.25,0.185,2.863350581
0,0.75,0.375,0.185,3.035473129
0,0.75,0.5,0.18,3.082637464
0,0.75,0.625,0.175,3.17308088
0,0.75,0.75,0.165,3.139257832
0,0.75,1,0.16,3.311490596
0,1,0,0.22,3.017802528
0,1,0.25,0.195,3.016858967
0,1,0.375,0.19,3.116858416
0,1,0.5,0.18,3.082637464
0,1,0.625,0.17,3.083068314
0,1,0.75,0.17,3.233708362
0,1,1,0.16,3.311490596
0.166666667,0,0.25,0.175,2.709712214
0.166666667,0,0.375,0.165,2.709587493
0.166666667,0,0.5,0.16,2.742422881
0.166666667,0,0.625,0.16,2.902929026
0.166666667,0,0.75,0.155,2.950237038
0.166666667,0,1,0.145,3.00292659
0.166666667,0.25,0,0.255,3.492759168
0.166666667,0.25,0.25,0.225,3.476604233
0.166666667,0.25,0.375,0.215,3.52326812
0.166666667,0.25,0.5,0.215,3.676628976
0.166666667,0.25,0.625,0.2,3.622572925
0.166666667,0.25,0.75,0.195,3.70536234
0.166666667,0.25,1,0.19,3.927446599
0.166666667,0.5,0,0.255,3.492759168
0.166666667,0.5,0.25,0.24,3.706038178
0.166666667,0.5,0.375,0.22,3.604446714
0.166666667,0.5,0.5,0.22,3.761341113
0.166666667,0.5,0.625,0.21,3.802103377
0.166666667,0.5,0.75,0.205,3.89374455
0.166666667,0.5,1,0.19,3.927446599
0.166666667,0.75,0,0.265,3.628201486
0.166666667,0.75,0.25,0.245,3.782451169
0.166666667,0.75,0.375,0.24,3.928816604
0.166666667,0.75,0.5,0.235,4.015261835
0.166666667,0.75,0.625,0.225,4.071113664
0.166666667,0.75,0.75,0.22,4.17601853
0.166666667,0.75,1,0.21,4.337215779
0.166666667,1,0,0.285,3.900384016
0.166666667,1,0.25,0.265,4.089500436
0.166666667,1,0.375,0.26,4.25442665
0.166666667,1,0.5,0.25,4.270656436
0.166666667,1,0.625,0.25,4.520605709
0.166666667,1,0.75,0.235,4.459809146
0.166666667,1,1,0.215,4.441416088
0.333333333,0,1,0.195,4.031646908
0.333333333,0.25,0,0.255,3.494230113
0.333333333,0.25,1,0.195,4.031646908
0.333333333,0.5,0,0.27,3.697436854
0.333333333,0.5,1,0.2,4.134154315
0.333333333,0.75,0,0.27,3.697436854
0.333333333,0.75,1,0.21,4.339038905
0.333333333,1,0,0.275,3.76511475
0.333333333,1,1,0.205,4.236618314
0.416666667,0,1,0.175,3.621183204
0.416666667,0.25,0,0.255,3.494230113
0.416666667,0.25,1,0.2,4.134154315
0.416666667,0.5,0,0.245,3.357201481
0.416666667,0.5,1,0.205,4.234838596
0.416666667,0.75,0,0.28,3.831148649
0.416666667,0.75,1,0.215,4.439549555
0.416666667,1,0,0.305,4.168817078
0.416666667,1,1,0.225,4.644086883
0.5,0,1,0.175,3.619663932
0.5,0.25,0,0.275,3.763528437
0.5,0.25,1,0.215,4.439549555
0.5,0.5,0,0.305,4.168817078
0.5,0.5,1,0.23,4.746290435
0.5,0.75,0,0.33,4.505764456
0.5,0.75,1,0.245,5.052640646
0.5,1,0,0.335,4.573067405
0.5,1,1,0.26,5.358600187
0.583333333,0,1,0.215,4.439549555
0.583333333,0.25,0,0.295,4.033836233
0.583333333,0.25,1,0.225,4.644086883
0.583333333,0.5,0,0.305,4.17233581
0.583333333,0.5,1,0.235,4.852530909
0.583333333,0.75,0,0.32,4.374763815
0.583333333,0.75,1,0.24,4.954734461
0.583333333,1,0,0.335,4.576932241
0.583333333,1,1,0.245,5.056894606
0.666666667,0,1,0.205,4.238398031
0.666666667,0.25,0,0.275,3.766701063
0.666666667,0.25,1,0.2,4.135890625
0.666666667,0.5,0,0.28,3.83437896
0.666666667,0.5,1,0.195,4.03333981
0.666666667,0.75,0,0.305,4.17233581
0.666666667,0.75,1,0.21,4.34086203
0.666666667,1,0,0.33,4.509571608
0.666666667,1,1,0.23,4.750283949
0.833333333,0,0.25,0.265,4.091222693
0.833333333,0,0.375,0.26,4.256217987
0.833333333,0,0.5,0.245,4.187885507
0.833333333,0,0.625,0.225,4.074538365
0.833333333,0,0.75,0.225,4.273622067
0.833333333,0,1,0.21,4.34086203
0.833333333,0.25,0,0.37,5.045514786
0.833333333,0.25,0.25,0.345,5.306129131
0.833333333,0.25,0.375,0.34,5.544740857
0.833333333,0.25,0.5,0.33,5.618285801
0.833333333,0.25,0.625,0.315,5.680380802
0.833333333,0.25,0.75,0.305,5.77122073
0.833333333,0.25,1,0.295,6.073547569
0.833333333,0.5,0,0.41,5.581515648
0.833333333,0.5,0.25,0.38,5.835788303
0.833333333,0.5,0.375,0.355,5.78569298
0.833333333,0.5,0.5,0.35,5.95375521
0.833333333,0.5,0.625,0.335,6.035940901
0.833333333,0.5,0.75,0.33,6.237686215
0.833333333,0.5,1,0.31,6.378335101
0.833333333,0.75,0,0.425,5.782040077
0.833333333,0.75,0.25,0.39,5.986827036
0.833333333,0.75,0.375,0.37,6.026335064
0.833333333,0.75,0.5,0.35,5.95375521
0.833333333,0.75,0.625,0.325,5.858236956
0.833333333,0.75,0.75,0.32,6.051219755
0.833333333,0.75,1,0.315,6.479844129
0.833333333,1,0,0.415,5.648385966
0.833333333,1,0.25,0.405,6.21314142
0.833333333,1,0.375,0.395,6.426716228
0.833333333,1,0.5,0.38,6.455880876
0.833333333,1,0.625,0.365,6.568139482
0.833333333,1,0.75,0.35,6.610140196
0.833333333,1,1,0.33,6.784110768
1,0,0.25,0.35,5.381892213
1,0,0.375,0.335,5.464354585
1,0,0.5,0.325,5.534328578
1,0,0.625,0.315,5.680380802
1,0,0.75,0.305,5.77122073
1,0,1,0.285,5.870138842
1,0.25,0,0.37,5.045514786
1,0.25,0.25,0.34,5.230333553
1,0.25,0.375,0.33,5.383933865
1,0.25,0.5,0.315,5.366306287
1,0.25,0.625,0.31,5.591395647
1,0.25,0.75,0.295,5.584355156
1,0.25,1,0.285,5.870138842
1,0.5,0,0.355,4.844038569
1,0.5,0.25,0.345,5.306129131
1,0.5,0.375,0.335,5.464354585
1,0.5,0.5,0.32,5.450335406
1,0.5,0.625,0.31,5.591395647
1,0.5,0.75,0.27,5.11649277
1,0.5,1,0.275,5.666556485
1,0.75,0,0.37,5.045514786
1,0.75,0.25,0.335,5.15450548
1,0.75,0.375,0.335,5.464354585
1,0.75,0.5,0.31,5.282241219
1,0.75,0.625,0.31,5.591395647
1,0.75,0.75,0.315,5.957926659
1,0.75,1,0.3,6.175186821
1,1,0,0.4,5.447688485
1,1,0.25,0.37,5.684619588
1,1,0.375,0.36,5.865941457
1,1,0.5,0.34,5.786092402
1,1,0.625,0.33,5.947107954
1,1,0.75,0.33,6.237686215
1,1,1,0.31,6.378335101
